,mu [Debye],alpha [Bohr^3],homo [Hartree],lumo [Hartree],gap [Hartree],r2 [Bohr^2],zpve [Hartree],U0 [Hartree],U [Hartree],H [Hartree],G [Hartree],Cv [cal/(mol K)]
Frag_85,-0.00645002025012252,-0.016610133762821395,-0.019290443282584536,-0.03893420263488648,-0.027496467730419933,-0.0073709826632728116,-0.030909959858695157,-0.026454557351643527,-0.026454430348381214,-0.02645443091735573,-0.02645450637822732,0.00988336494748702
Frag_86,0.01383322156840374,-0.031612408937135225,-0.05098152881154407,-0.04729128493912837,-0.01842614312907069,-0.008932765466731125,-0.035723519158364726,-0.03283006174865092,-0.032830235665132414,-0.032830236550355774,-0.03282981729308373,-0.002495341289456427
Frag_87,0.005945438058609365,0.0003824950142539636,0.001751307875273015,-0.03305662905230853,-0.03323003123620019,0.008853984763952653,-0.003210568149077894,-0.013049680201661846,-0.013049314941465152,-0.013049314063346081,-0.013050020608919286,0.011560141603960695
Frag_88,0.016145244159486122,0.020634515509462693,-0.04242251492007771,-0.09601097417984805,-0.07061272816189824,0.04393862951986073,-0.0399568120672894,-0.001695615378185741,-0.0016947309262244142,-0.001694731071087426,-0.0016974831728317824,0.014084861753773034
Frag_89,0.03600910055118725,-0.010120214240540455,-0.08871508577844868,-0.13160285155663642,-0.08018713216133258,0.04082744383050189,-0.0550873200735985,-0.02020168207458121,-0.020201298222956004,-0.02020130057256083,-0.0202031615848454,-0.004393988584837715
Frag_90,0.005588452218299329,0.0034730400104604473,-0.01772997594130106,-0.05225690655403463,-0.04134726785909545,0.017512599278638446,-0.024823610883167233,0.000812298603489299,0.0008126928480199959,0.0008126944118699464,0.000811433526372176,-0.00012252024073941626
Frag_91,0.02328957479886839,0.004646068652810298,-0.017325207852557215,-0.04513078943787152,-0.034603691777006146,0.01459369509731604,-0.030367846015243644,-0.004536779591380149,-0.004536383293210187,-0.004536386475008612,-0.00453761376723215,0.004776033329277362
Frag_92,0.009145835634910199,-0.009025277063241563,-0.021718471159215724,-0.045445276447316045,-0.03252800083452741,-0.00310790245044115,-0.0213647033311668,-0.011997574836546582,-0.011997418941119869,-0.011997417895815151,-0.01199780884119788,0.006400801157557029
Frag_93,0.005247614910065657,-0.02119138649921866,-0.04135055790742632,-0.05518836419020332,-0.031373299962945855,-0.007082334804330181,-0.024868815352737626,-0.01599062975502644,-0.015990664561256678,-0.015990666314846302,-0.01599051270088205,-0.0014489007041446212
Frag_94,0.03475274243232141,-0.01576478679004966,-0.00887640588660981,-0.09735243499506153,-0.09017620678846938,0.01058128402759803,-0.030184411895983927,-0.031113616512814742,-0.03111384967462947,-0.03111384879189916,-0.031113617277541836,-0.00851280470055216
Frag_95,-0.01902053588096323,-0.0013029598427741703,-0.02449165148980269,-0.005055591296789796,0.00837857574824169,0.033824331643480775,0.01566039258950708,-0.028035571336364376,-0.028034755963063967,-0.02803475435004041,-0.028037041044334705,0.02218089938207147
Frag_96,-0.003596322756886206,-0.009287577313185715,-0.005682855479882931,0.017870220850904967,0.020524297116254052,0.019377347926466313,0.005813820722638503,-0.02833911010110025,-0.02833855199915295,-0.028338550712450023,-0.028340222221388923,0.012808953488878588
Frag_97,-0.01126819466626905,-0.00921321681372105,0.0004785258811634909,0.004164087657466274,0.003803379560645802,-0.0102893745913584,1.7985876712705212e-06,0.01486101257367231,0.014861221347519056,0.014861221777377797,0.01486062647365953,-0.004295533252893409
Frag_98,-0.022020663724360172,0.006710860134044055,-0.007677601568013099,0.007921289557527456,0.011891152633461482,-0.006798041897107933,0.008011730779138278,0.014489406581059162,0.014490196424964451,0.014490197517917866,0.014488688860011756,0.019504547328168687
Frag_99,0.017015910795596657,-0.005927503533796304,-0.03388644242054514,-0.0016595334964909325,0.016798443812683226,-0.007891311103303001,0.002428430761658468,0.0029382864361476436,0.0029388815324549408,0.0029388779796561838,0.002937818296458236,0.012768059598343394
Frag_100,0.03901308838781463,-0.00856682468466393,-0.02620438283979238,0.007716619679643572,0.02178417792725968,-0.0033612384767792674,0.0005151116953748989,-0.019154210118559598,-0.01915370181705721,-0.01915370341278646,-0.01915414492667644,0.026728593107372925
Frag_101,0.04556695713382094,0.0052407251309195164,0.0005497030523987731,0.012127008528424948,0.01154566262081451,-0.0005629800328501046,0.013491637675322963,-0.0010504381981148317,-0.0010495677803880232,-0.001049566168567908,-0.001050910385278806,0.032260852081867415
Frag_102,0.041804836665167905,-0.01045636845864003,-0.013547527326729892,0.0033843827616734075,0.01065502269671122,-0.005595969608986726,-0.004541461442586709,-0.018194554665827808,-0.01819432803784837,-0.01819432845966023,-0.018194239076311007,0.017652242514312726
Frag_103,-0.0237723482567138,-0.0038732109721934713,-0.013106481916117331,0.0035161602859298995,0.010550736270607293,-0.0024708551803983023,-0.006020012482135085,-0.02458141214819959,-0.024580804957755963,-0.0245808033385189,-0.024581326708016906,0.03548142127130338
Frag_104,0.032870441580644956,-0.027273524323264426,-0.05793812333890174,-0.010774744726111635,0.021009349521304833,-0.006045723978324661,-0.01874647212356633,-0.04298405987201977,-0.0429839941367532,-0.04298399398061243,-0.04298342937715635,0.018904285267785283
Frag_105,0.15432906708188304,-0.001351845157828043,0.021693915638383368,-0.014421723937499525,-0.025876059864632553,0.003953508964549894,0.002184498909568541,-0.054910526420312133,-0.054910693915173364,-0.054910695303209696,-0.05490964800545827,0.02412048354868204
Frag_106,-0.008189393763982053,-0.01167401976824604,-0.0010654467782728546,-0.009349821555147093,-0.008544759618329373,-0.016736260873236618,-0.012627092836918919,-0.013410811354523643,-0.01341133092230459,-0.013411329736573,-0.013409839032676524,-0.0077278552701518
Frag_107,0.006858698484772636,-0.01733368404248533,-0.008393271183868017,-0.04789599504317789,-0.0421785455819068,0.018199838025126924,-0.01824065954727577,-0.05405038032413678,-0.05405058300670049,-0.05405058265405553,-0.05405019421650015,0.007428200826500125
Frag_108,-0.004477657854382821,-0.02530297532425053,-0.03297407400933918,-0.013849859191317569,0.004420158451304805,-0.017015187768175375,-0.017092405265938884,-0.04323943070101472,-0.043240219768377545,-0.04324022058395537,-0.04323793093409077,-0.0048984100781434255
Frag_109,-0.016861121477349156,0.008569799064570893,-0.0009327014430840538,-0.014445079091496523,-0.013589351231809772,-0.005262164495342629,-0.023895948441504847,0.027503289771060126,0.02750328594617783,0.027503286398778606,0.02750437059853273,-0.012552707605377808
Frag_110,0.01283508902876789,-0.0009123479996584686,-0.014859272899306362,-0.020344537357909583,-0.011771295328748174,-0.006183931196365131,-0.02676195146048254,0.023999687655103134,0.023999538538446403,0.023999535663430032,0.024001420654387345,-0.01788908566100213
Frag_111,-0.016959049582063998,-0.009638904059428577,-0.03108835945854908,-0.02684429147515265,-0.009286619931272477,-0.007047252808655269,-0.029603898187523552,0.020497261270188204,0.02049702001699052,0.02049702045698767,0.020498191729394488,-0.020832380411474245
Frag_112,-0.034028268593167516,0.02033736445239622,-0.010119237731663287,0.004263751810426283,0.009659118736691888,-0.0012732207638720034,-0.016892783191358222,0.039620118662103535,0.03962085362599372,0.03962085503495002,0.03961933469974876,0.01193403336015927
Frag_113,0.029678058944639246,0.007890529163580814,-0.048145396568437665,-0.013386167587934636,0.013149481742200311,-0.000680946774960782,-0.029711504353353048,0.02948251405053839,0.029483035180066758,0.029483034478013218,0.029481894545662652,0.00318384678687776
Frag_114,0.010451207089316709,-0.017316614240076002,-0.09436569449224584,-0.023673530962339352,0.02822681207907878,-0.007636460805819084,-0.036716831695564105,0.01635588895209691,0.016355828851740233,0.01635582821501437,0.016355868754391004,-0.016284393883545616
Frag_115,0.01329570573040281,0.017661565570999363,0.0020561222770367304,-0.03236611655305552,-0.03270388803470192,0.034548190516572194,-0.005726745946509118,-0.01494548913670381,-0.01494498664016416,-0.014944986820982293,-0.014946360448191285,0.00894149808592067
Frag_116,-0.007604930491462605,0.020933514327793615,-0.021134646167319287,-0.011286513589503368,0.0004879162766864608,0.060606555016295485,0.009771602683510603,-0.019824061124615204,-0.01982289351839866,-0.01982289192015103,-0.01982615320441733,0.023210077931080826
Frag_117,-0.000271980578094456,0.027277658528946473,-0.001849959561085964,0.001789218572376401,0.0027565012046369864,0.05596925094821461,0.023878000099733735,-0.012198584772804694,-0.01219713769090188,-0.012197138450636014,-0.012201088772171607,0.03345520309623784
Frag_118,-0.027036745252770267,0.020485213382708502,-0.00312120787582312,0.025384628499931724,0.026463446639542705,0.008234297732031128,0.01826064943755564,0.019100789269038507,0.019101834296847718,0.019101835541067758,0.019099685872946765,0.026188463552374912
Frag_119,0.030192595032284542,0.004022329804866778,-0.027072112275272914,0.013021870319601675,0.027426727227144607,0.005143693028712786,0.009397294997480545,0.008577780361647911,0.008578463448770779,0.008578462458964453,0.008577014154121466,0.013168542961450161
Frag_120,0.007708501046204688,0.0032345043762642633,-0.003591706935229982,-0.01940765148026836,-0.01699351791706799,0.032856663627016544,0.015630263396884052,-0.014821017254792445,-0.014820227431909003,-0.014820228903113478,-0.014822522245055848,0.019889659799579927
Frag_121,-0.01455852154610982,0.018584131362903763,-0.00576628652476792,0.04171779236475114,0.043865012243628876,0.03891911406604111,0.047033460833892676,-0.016738658229327318,-0.016737486760585164,-0.016737487179775863,-0.016740050517396802,0.042858775280007325
Frag_122,-0.033920663425738636,0.008628963186100546,-0.00020759145296416658,0.03686254988979764,0.03608643763224768,0.015410819043643763,0.029263678878256295,-0.0025333729307983463,-0.0025325100515611377,-0.002532511780940666,-0.002534364968029949,0.022850423274417258
Frag_123,-0.004358645316456057,0.014958653675324557,-0.0044744696870677985,0.0003871472627838762,0.0028116955739832215,0.017469329910339886,0.011766675456673417,-0.003433026866242815,-0.0034322095314822305,-0.003432209062548933,-0.003434606021739432,0.013640942351648384
Frag_124,0.0014157392051291518,-0.01086276120624118,-0.00835718925788616,0.004132675453623466,0.008564549917239556,-0.009302722997916972,-0.003029164277898921,0.015346919020228696,0.01534684044727089,0.015346841045011203,0.015346935404005427,-0.010664437142394494
Frag_125,0.0013377768395895098,-0.007190316311577679,-5.855504156236928e-05,-0.009363318811727356,-0.009091350867310874,-0.007592385230004255,0.0014453322718490558,0.02028642773720727,0.020286507487049164,0.020286503396392833,0.020286137432700375,-0.007903316557592497
Frag_126,0.00992466394061633,-0.011833552178105309,0.0004666760619000619,0.004410792272795,0.004050579027595948,-0.011992342853783065,-0.002727695096718069,0.015339896667643068,0.01533980391799261,0.01533980451572026,0.015339931995450551,-0.011235753888481343
Frag_127,0.008689682403600144,-0.017961057641741936,-0.011962541963446304,-0.0022942660545691943,0.0042881904546275725,-0.011041707847541903,-0.009781271249498473,0.010796636569777042,0.010796404322156875,0.01079640474470323,0.010796845317397883,-0.015076697033462145
Frag_128,-0.014325872555091839,0.009388209411391577,0.004968641998847652,0.003961100863066333,0.0011730330915995968,0.010462126198355723,-0.0036638681475561668,0.03290772315524455,0.03290803138111515,0.032908032246684156,0.032906787367965554,-0.008350969130653902
Frag_129,-0.017662930198687355,0.0058044333471315565,-0.010474925439369011,0.029118278403870865,0.034122798890201124,0.00010753295172497918,0.023916436425777322,0.02205777023402742,0.02205820905792543,0.022058207027932392,0.02205727614843964,0.00884928969304447
Frag_130,0.019276524849509796,0.0061468853671065755,0.004814114968963215,-0.028851496233087078,-0.03077912347983108,0.015135429752574136,0.012730707662231394,-0.0057585647373233455,-0.005757854278562159,-0.005757852625463808,-0.005759832971358125,0.016984810663170924
Frag_131,0.01027007464648083,-0.003353958715340427,-0.008408390999696008,-0.0378223587699999,-0.03232801877205651,0.02599327600630367,0.0036006145361283984,-0.030219384997792597,-0.030218733482214426,-0.030218734374347894,-0.03022088856942164,0.01886444838705244
Frag_132,0.039480775853420726,-0.010307875894942711,0.007770841834905347,0.004902914727790941,0.0005578246451193205,0.008043718253286562,0.0007635788718043864,-0.020194335565012496,-0.020194023640021624,-0.02019402201289257,-0.020194861624432858,0.012909756539708002
Frag_133,0.02848292516714066,-0.022663138877351933,-0.0061706519074791475,-0.0009161229035205386,0.0024667922435739715,0.015791436471665143,-0.010187551016305548,-0.04523131904470363,-0.04523130585827887,-0.04523130404683591,-0.04523153573858008,0.011319890969642867
Frag_134,-0.015315679028229317,-0.0010905493144839616,-0.00784572424004796,0.026465216363739837,0.030084448886290718,-0.010588108353926942,0.016461736578198417,0.024029665022632794,0.02402994072329242,0.02402994157289006,0.024029454032762344,0.0037707121733047654
Frag_135,-0.005320195131777947,-0.007600464880103363,-0.011670967581229813,0.028442362288474583,0.03411375890134604,-0.011082148426333024,0.005552834097707633,0.022855367820828674,0.022855230941590973,0.02285522891303169,0.022855405734399602,-0.012937270155074537
Frag_136,-0.006541520172407635,-0.003018285507258576,0.010843028225633267,0.02040842885824532,0.014029929088004267,-0.012555092364553608,0.006824170653024886,0.025367148317302655,0.02536713913316313,0.02536713987709866,0.025367126411881866,-0.008925364215218548
Frag_137,-0.027810029501432673,0.011466719356663397,-0.004423495890738362,-0.0063143157568345916,-0.003780634745370936,0.00826191065600507,-0.008523562310887509,-0.00497035013467688,-0.004970032078157513,-0.0049700310994014625,-0.004970742995471589,0.012211272573141094
Frag_138,0.02131100404042343,-0.0016921257610166,-0.02057435001522128,-0.01568001030638178,-0.00409409196649465,0.005216270481801042,-0.015836930746531894,-0.013560021471201883,-0.013560005210307214,-0.01356000424700368,-0.013560167111455655,0.0017074311285028042
Frag_139,-0.023534765748342436,0.00792469552078767,-0.002441402086777165,-0.0035126667598115295,-0.002099955558016673,0.009451355309181382,0.011931359104179485,-0.015696581366999307,-0.015696104673063812,-0.015696103894929758,-0.015697177995426324,0.01781430606456741
Frag_140,-0.031653473847678956,0.029610110209450032,0.013577500192788985,-0.028578972791091322,-0.035258547224985066,0.024687758890454447,-0.0008343217125840344,-0.05408322468185261,-0.05408330471281414,-0.054083303822409154,-0.054082811794334065,0.022289981751671573
Frag_141,0.006389750809943903,-0.006761359824559938,-0.00462804764064925,-0.0151159495535682,-0.0122339838707338,-0.001619878854680499,-0.006009429779351478,-0.012758133083805101,-0.012758025130459871,-0.012758024583277908,-0.012758269203614354,0.005926866664289963
Frag_142,-0.010763844781728328,-0.0016139135586270585,0.0019110596397874191,-0.014091308009432988,-0.014790946817432801,-0.0027286899516709073,-0.011536509317656502,-0.007418007371967715,-0.007417881871269328,-0.00741788131448076,-0.00741800343283851,0.0059384423017617505
Frag_143,-0.01739662344473867,0.008402536052501415,0.00729466866710545,0.0008245467319971779,-0.0031631957647029105,0.0023256464888457696,0.008461316903933303,0.0032634794220953115,0.0032637198862292844,0.003263720462233242,0.003263096460447154,0.007159175483360189
Frag_144,-0.005105140288818327,-0.03504221300931093,-0.05512892158082377,0.022210281786931203,0.05167578782101552,-0.01708292297132574,-0.01404622948608514,-0.024777032799313113,-0.02477761964212951,-0.024777619116569293,-0.024776029038153183,-0.01139485545289334
Frag_145,0.002646911727149562,-0.062401564448609864,0.09290952038705294,-0.010634445620419649,-0.06091034010303374,-0.02514404845478436,-0.09205528855936192,-0.10900854898629218,-0.10901115276914207,-0.10901115197086021,-0.10900445027376389,-0.04034984429073468
Frag_146,0.0263816777195826,0.00015162151933487543,0.053945309576589384,-0.11234856388800328,-0.13898432472547806,-0.049485350927600924,-0.08630204728410376,-0.03644474824586735,-0.036447959726852906,-0.03644795871649062,-0.03644039877538094,-0.0761749858650698
Frag_147,0.12070837294170274,-0.023329284361904904,0.03733012470071153,-0.14228301961149473,-0.15915294731858312,-0.05453996932322103,-0.11540216542444806,-0.070991529159269,-0.07099572369473907,-0.0709957257044649,-0.07098587106778491,-0.09517027806427006
Frag_148,-0.010007753456760889,-0.02207538962184084,0.11557040373276592,0.023370939767745083,-0.040063188888024855,-0.026858057088172016,-0.0338349821186397,-0.03030252734354379,-0.030303465414545667,-0.03030346430775683,-0.030300393221874153,-0.00789426194942347
Frag_149,-0.040818975259279765,-0.04016066675378688,0.1773572945748175,0.04035987418931339,-0.05705584996303129,-0.030422790530519123,-0.057910927441651654,-0.07320632979874889,-0.07320764336210525,-0.07320764258310263,-0.07320331558258618,-0.004373526871294071
Frag_150,-0.02419701146904889,-0.033755019195422384,0.1091452829471073,0.023962357275890942,-0.03599204289436456,-0.02012423779924263,-0.04557175832332467,-0.05737224021010357,-0.05737321855651812,-0.05737321921032875,-0.057370083593227365,-0.004884332568604154
Frag_151,-0.018011799769214454,0.04748553251392142,0.08673530691199258,-0.049481003181498825,-0.09545736031000018,-0.0177306946878911,-0.09749185536179392,0.02580868268856406,0.02580710281580816,0.02580710424535919,0.02581099523358944,-0.04854850091888171
Frag_152,-0.003970193966651723,0.031364500760693304,0.06827862079168413,-0.054315335541594977,-0.09013492270420197,-0.022209127596413164,-0.09873215211586213,0.018248796079999692,0.018247103749442804,0.018247105464494196,0.0182512234210166,-0.05285392885029125
Frag_153,-0.020821899180041507,0.016025164650998253,0.0429306999860182,-0.04595004742891231,-0.0681974409676088,-0.011342473904029766,-0.07093844342640454,-0.008223501881089872,-0.008224826527255159,-0.008224825724664615,-0.008221556428435011,-0.03508612646214478
Frag_154,0.1214511485353103,-0.009007337860975092,-0.014060232874043278,-0.08901315369995949,-0.07921130653648464,-0.0256273947890704,-0.11635315053944584,-0.0005900087581465847,-0.0005926042769826293,-0.0005926030835319869,-0.0005868622503378862,-0.08615600726723528
Frag_155,0.11950903497084667,-0.018276117451338714,-0.026398103489400387,-0.0910078171486028,-0.07445641577706691,-0.0278992102270557,-0.11390477001414166,-0.006473760857456782,-0.0064763177913002585,-0.006476314644956672,-0.006470624867544456,-0.08455466947281072
Frag_156,0.058933844289514356,-0.017856057668092267,-0.018575242013419174,-0.07134231464382201,-0.059525897038238094,-0.016432519976348224,-0.08194080097371974,-0.022477177667169564,-0.02247906138200483,-0.022479059404395686,-0.022474775493972966,-0.056029543145446475
Frag_157,0.11253616185806077,-0.01499107973068772,0.01699335774912365,-0.14563502200494136,-0.15135789608739797,-0.02269548649468725,-0.11270385639257198,-0.06013356733212446,-0.060136834550248326,-0.06013683251977712,-0.060129309756125945,-0.0885605730129677
Frag_158,0.024965031264697565,-0.029917298661549345,-0.00031776013689849,-0.07069120948246135,-0.06881339487344694,-0.02645715624978522,-0.06351208392617318,-0.02789676978833833,-0.02789874077321742,-0.027898741201457997,-0.0278941167886666,-0.05581066380566042
Frag_159,0.020840574210035524,0.009391484110405707,0.061088802062416694,-0.013736452031365375,-0.04664335261380788,-0.004415456459198245,-0.02269064590252568,-0.021612256116060508,-0.021612761407672716,-0.02161276130179826,-0.021611881261350396,-0.013865490474717355
Frag_160,0.006209490199431127,-0.0041483391840480425,0.05878072238316811,-0.009908655356841399,-0.04164288286605892,-0.006440112957334953,-0.02984914972959102,-0.030018443703077668,-0.030019054707302997,-0.030019052956760606,-0.030018060408280686,-0.016959663593952935
Frag_161,-0.02436944838370335,0.026487608399174512,0.23518543675330983,0.03394449081473211,-0.09478455328298005,0.0005386130255139141,-0.02542925006205455,-0.03555259077226971,-0.03555414541048476,-0.035554146438365526,-0.0355506837409061,-0.03022387318822109
Frag_162,-0.033050798289501186,-0.011837185466779948,0.14067282855999258,0.029730776054634245,-0.047487931339882494,-0.007639998975127096,-0.035532145884238024,-0.049446681723158796,-0.049447928502169995,-0.04944793099630356,-0.04944508163989678,-0.02563472554880825
Frag_163,-0.033134373167803065,-0.02621132745599355,0.11498364321365702,0.023001305529029372,-0.0401101528601047,-0.01325684379068706,-0.04166255408372702,-0.05067639150304793,-0.05067776886877715,-0.05067777305713901,-0.05067450015327216,-0.03197644930146511
Frag_164,-0.01995595481378595,-0.02626207947636768,0.07205479063053019,0.01267065371092391,-0.02683226175068955,-0.007364789673260518,-0.03618114448042439,-0.05335784436893324,-0.05335894639149911,-0.053358949379614266,-0.05335650536050579,-0.022124252819214735
Frag_165,0.019494390821560903,-0.008037269985303016,0.018092307998486427,-0.032348529102223834,-0.041394751078282124,0.00888767096762027,-0.0218373913807527,-0.031157264961682023,-0.031157640145825845,-0.031157638538418627,-0.031157154790827563,-0.006032191273439705
Frag_166,-0.012255301597181526,-0.025236379002767383,0.10597085794884001,0.007566775458996781,-0.05027400835800575,-0.005161578641755672,-0.0463967603590105,-0.06926454078872157,-0.069266330972586,-0.06926632780406067,-0.06926250535257973,-0.032685030579155915
Frag_167,-0.01620008315144671,0.03624236037969828,-0.0011599660163628424,0.006031397021411641,0.006496696288742011,0.030653524855168205,0.02503509103686594,0.01526887542399313,0.015270088324674639,0.015270089158514598,0.015267038192928494,0.03159298939392234
Frag_168,0.0007287523736809348,0.01307586889077988,-0.00026864278702481417,-0.010036654971816735,-0.00963416821153063,0.002510526874888451,0.021788690481235287,0.007815654898804997,0.007816326145592797,0.007816326729786502,0.007814734275020073,0.0199928165996168
Frag_169,0.011244066243765153,0.008959421893976015,0.0015959241083249476,0.005947755134296044,0.0049362329719577335,-0.00019506458004322542,0.017756869619491005,0.0028683112091757194,0.00286876297382744,0.0028687635491209287,0.002867988668767114,0.016583722395889965
Frag_170,0.011194308333381673,-0.0030194913406366903,-0.00854588808387436,-0.0002449806976081549,0.004409396188249051,-0.0031539770486046447,0.004630755379255208,0.0019768004835557175,0.001976979798412395,0.0019769802050932797,0.001976752905575185,0.005015007228054436
Frag_171,-0.01639013063750272,0.028584187594878113,-0.010965738287224426,0.024229297592470434,0.029619766223186635,0.013332655791400768,0.04562172176663536,0.006393816851933538,0.006394889304735113,0.006394890122609295,0.006392880401879922,0.04047124287243607
Frag_172,-0.016303214782415195,0.027413378106500526,-0.007047145410926763,0.022262517206099033,0.025548733645253955,0.0051616250398213845,0.045228673366575246,0.006391930085163113,0.00639306230779561,0.006393063125666518,0.006391023572191196,0.04359090478301802
Frag_173,0.02182174847552768,0.0015242210941279262,9.901663743765312e-05,-0.0069188166551883,-0.006805797657015169,0.007778610304169556,0.0037154761032369226,-0.0017110236271657682,-0.0017106929526622054,-0.0017106923856067319,-0.001711798996555827,0.006738284091044392
Frag_174,-0.01908428320055973,-0.008394396134294666,0.028330131706146438,0.009314434571497191,-0.006334400790773517,0.014842667963657971,-0.006409479507987332,-0.01277626907265643,-0.012775841923218616,-0.012775841376068913,-0.012777414671936925,0.010326726189832585
Frag_175,-0.017736636872504378,0.005128469523816994,-0.03467281000336593,-0.006862569073015985,0.012158628636309112,0.056159505605012615,0.01687200235837262,-0.040919025825785396,-0.04091799933518911,-0.040918000351391974,-0.04092132558724251,0.030901049374693894
Frag_176,0.0028075269275596917,-0.01420482086605606,-0.03179564544579213,0.02499023773865961,0.041686823275067904,0.0502764688222036,0.0029739759940864774,-0.05733665098984072,-0.057336205639111994,-0.05733620384944423,-0.05733770107021162,0.027244642901697955
Frag_177,0.008761646687970928,0.0014263915821745258,-0.01468620487959198,-0.0030251783580521317,0.005050512548200638,-0.004706960099116317,-0.006179327423032198,0.01011702310646786,0.01011737455981292,0.010117370450862874,0.01011677016744933,0.00802555235952172
Frag_178,0.01184162536648976,-0.005910982576473034,-0.02776444292007772,-0.009348681098752538,0.005979014947892791,-0.005911386892335706,-0.010445194057809717,0.0051593784006378676,0.005159571312061744,0.005159571891475691,0.005159286940836767,0.002378925502995081
Frag_179,-0.014576213805146697,0.003819497000227925,-0.012060057188817284,-0.0004489364780089625,0.006121860161022686,-0.004350280888485025,-0.007169197602547869,0.008954750946563908,0.008955149421840287,0.008955150008082113,0.008954504963163431,0.011684869029875141
Frag_180,0.01244927543449804,-0.0037737329965801974,-0.026976592351615338,-0.007226209036634132,0.0076217561847561335,-0.005626524392637507,-0.011525237472404632,0.003997218974153361,0.003997505881696293,0.0039975017617372086,0.003997021736550905,0.006110562320231938
Frag_181,0.009706368661068224,-0.01121646091011866,-0.04727672871519388,-0.014032757157533578,0.012007160422539517,-0.006818149461099792,-0.01577983226193019,-0.0009593782503210847,-0.0009592921475865308,-0.0009592915791798825,-0.0009593153923504605,0.0003207407452567708
Frag_182,0.002822426918023551,0.007122467300750483,-0.006948975575135639,-0.019102546793300163,-0.014861990363952957,0.004800081580038822,-0.015621957334081883,0.010859780633537217,0.010859874637630385,0.010859875060290748,0.010859596080862717,-0.004682111069238125
Frag_183,0.006464573878586281,-0.001582803990768807,-0.017718860157562955,-0.02471220607890565,-0.014478178227737039,0.0038698817562433465,-0.01861837705680495,0.007356321332367832,0.007356293295611896,0.007356293711969688,0.007356240950248416,-0.009024437456034096
Frag_184,0.007295342435770752,0.002376073591486706,-0.004906416410049995,-0.015066075144930809,-0.012033904741468624,0.0036207634886976318,-0.018641853035166956,0.007361887787809776,0.0073619262445937346,0.007361926660961664,0.00736180063999332,-0.005052323181940992
Frag_185,0.014837103158929046,-0.005722596013674673,-0.016381909120680146,-0.020779233901296955,-0.011387483192532232,0.0026561261392742505,-0.021583207207651067,0.0038582956356751634,0.003858185479490852,0.0038581858895558505,0.003858392370170075,-0.009609416756146417
Frag_186,-0.002368838608150721,0.011772383450918134,-0.0012296647521190334,-0.010535974152896397,-0.00961298841075577,0.01503653535059941,0.0056097642444575884,0.00801936180704959,0.008020042450804347,0.008020043163533707,0.008018245614445304,0.015786195220305253
Frag_187,0.01351042338369464,0.00247521606344101,-0.01302358752438929,-0.015639589239267025,-0.008178318650571783,0.013102743096809298,0.0004822149674940165,0.001945729633322465,0.0019461949808083855,0.0019461956826114309,0.001944843854896139,0.0082855663461356
Frag_188,-0.009781975249790196,-0.0025997558871190215,-0.012874165790510579,-0.0008441554099531016,0.00616471713070095,0.005511947533176453,-0.006804606393343218,-0.002501890839521455,-0.0025016354823468997,-0.002501634916714274,-0.002502465503605676,0.00420135182348358
Frag_189,0.0032937199949303352,-0.010034956686967125,-0.025794824325458952,-0.006245480699585803,0.007936016505076865,0.004011078790729866,-0.01106186568706333,-0.007459591912061129,-0.007459499794771402,-0.007459503935340073,-0.00746002388416644,-0.001663678290279873
Frag_190,0.009429484867546302,0.004939300460052217,-0.0023447264020647137,0.004619492649640223,0.005771818958690607,0.012219662082321284,0.00047351479160508966,0.0019596983809357176,0.0019602789624031864,0.0019602758287245933,0.0019586895610827037,0.01468312485808733
Frag_191,0.025643517607094317,-0.004425460732634062,-0.013881329221473865,-0.0005797409160457141,0.006984874251837683,0.010290215213677376,-0.004637302418802267,-0.0041140143374646665,-0.00411367206628095,-0.004113671375379084,-0.0041147582229746115,0.007121089903135189
Frag_192,0.009461688990672495,-0.00035141735094255846,-0.001851530358302672,0.008958163463540437,0.009749244718810307,0.006491396524525611,-0.004722982568857753,-0.004093019025977865,-0.004092737869237267,-0.004092737178297734,-0.004093422028094869,0.010248416448824104
Frag_193,0.02111696477088653,-0.009249172765288692,-0.014031433059864548,0.0021812313897142197,0.009760907174489396,0.00555771390053693,-0.009974029957336107,-0.01016601834870108,-0.01016592179652742,-0.010165921116512955,-0.010166271493546824,0.0033619159607049076
Frag_194,-0.0040347598601210575,-0.008635214969590766,-0.012453982473048155,0.004440067971393838,0.011107227916908316,0.0036019462819890055,-0.010979887520186098,-0.007447097291407296,-0.0074470191150034296,-0.007447018558267074,-0.007447280592812394,0.003058718331309849
Frag_195,0.010956062639846125,-0.01621339935127626,-0.02505949764999657,-0.0016053177797293635,0.012064300210661225,0.00016243323333948187,-0.015218292201989307,-0.01240500504188255,-0.012405099502425637,-0.012405098954608573,-0.012405097315070395,-0.002865610716547
Frag_196,0.007971932087290728,-0.0036683792416891074,-0.0036826371329930874,-0.013198405882071588,-0.01087693731730414,0.009078646360590442,-0.001737006479237781,-0.007828192615800958,-0.007827902968848614,-0.007827907110080015,-0.007829137803987625,0.00489705425649314
Frag_197,0.06859018849239257,-0.005818502052101917,0.004172898442865733,-0.0021822793603022083,-0.004399434905264366,0.019801354717453257,-0.006108020338794258,-0.03320244988135498,-0.03320256023205018,-0.033202559224891286,-0.0332023221899419,0.006912731797977644
